,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
949,988712,sales,junior,high,1,no,no,4,31200,0.71
950,563181,technology,middle,high,1,no,no,4,63600,0.7
951,434435,marketing,junior,low,5,no,yes,4,13200,0.58
952,229949,purchasing,junior,medium,1,no,no,1,21600,0.21
953,370169,sales,middle,medium,3,no,no,2,37200,0.2
954,690792,technology,junior,medium,1,no,no,4,26400,0.58
955,681935,technology,senior,medium,6,no,yes,4,72000,0.53
956,979349,technology,middle,high,3,no,yes,1,66000,0.19
957,236947,technology,junior,low,1,no,no,4,24000,0.65
958,755427,technology,middle,medium,6,no,no,5,46800,0.83
959,532124,technology,junior,medium,2,no,no,4,36000,0.81
960,985250,purchasing,middle,medium,7,no,no,3,37200,0.46
961,671647,technology,junior,medium,3,no,no,3,26400,0.26
962,438816,sales,middle,low,5,no,no,4,28800,0.81
963,129371,technology,junior,medium,2,no,yes,2,30000,0.17
964,680928,sales,middle,medium,6,no,yes,3,32400,0.11
965,339070,sales,middle,medium,10,no,no,4,44400,0.82
966,671613,sales,junior,medium,2,no,no,2,24000,0.56
967,767569,marketing,junior,medium,2,no,no,4,32400,0.79
968,492064,marketing,middle,medium,7,no,yes,2,44400,0.41
969,162610,sales,junior,low,2,no,no,3,14400,0.28
970,876180,purchasing,junior,low,2,no,no,3,12000,0.3
971,997545,sales,junior,low,1,no,no,3,12000,0.18
972,298790,sales,junior,medium,1,no,no,5,28800,0.7
973,642337,marketing,junior,low,1,no,no,3,20400,0.56
974,951951,marketing,middle,medium,7,no,no,3,46800,0.43
975,430511,sales,middle,low,8,no,no,4,28800,0.79
976,382205,sales,middle,low,2,no,no,3,28800,0.32
977,404239,technology,middle,medium,5,no,no,3,39600,0.25
978,650945,technology,junior,low,1,no,yes,1,18000,0.06
979,669559,sales,junior,low,1,no,no,3,14400,0.17
980,815088,purchasing,junior,low,1,no,no,2,12000,0.19
981,491459,purchasing,senior,medium,8,no,yes,3,44400,0.3
982,635873,sales,middle,high,4,no,no,2,45600,0.15
983,353657,marketing,junior,medium,1,no,yes,2,30000,0.18
984,996405,purchasing,middle,medium,1,no,no,4,34800,0.48
985,369847,marketing,senior,medium,6,no,no,4,48000,0.52
986,516104,sales,junior,medium,1,no,yes,5,25200,0.55
987,117952,purchasing,junior,low,2,no,no,4,12000,0.64
988,990394,sales,junior,medium,1,no,no,3,27600,0.4
989,633281,sales,junior,medium,3,no,yes,3,24000,0.34
990,947229,purchasing,middle,low,10,no,yes,4,24000,0.66
991,145479,technology,middle,medium,2,no,no,2,38400,0.22
992,566250,sales,junior,medium,1,no,no,3,26400,0.36
993,481665,sales,middle,low,8,no,no,4,28800,0.87
994,769190,purchasing,middle,medium,6,no,no,3,34800,0.45
995,631834,sales,junior,medium,1,no,yes,3,24000,0.2
996,153395,technology,middle,high,7,no,no,3,60000,0.53
997,997711,sales,middle,medium,4,no,no,1,40800,0.34
998,439203,sales,junior,medium,1,no,no,5,25200,0.74
999,775823,sales,junior,medium,2,no,no,3,24000,0.53
1000,221064,hr,junior,medium,1,no,yes,1,22800,0.06
1001,817078,technology,middle,medium,4,no,no,5,46800,0.69
1002,522504,hr,junior,medium,3,no,no,2,30000,0.44
1003,293030,technology,junior,low,2,no,no,3,14400,0.37
1004,982344,purchasing,junior,medium,1,no,no,5,22800,0.58
1005,311627,marketing,junior,medium,2,no,no,1,22800,0.39
1006,505148,sales,senior,high,9,no,no,2,68400,0.4
1007,326729,sales,senior,medium,8,yes,no,3,56400,0.69
1008,798917,sales,senior,medium,6,no,yes,4,58800,0.53
1009,361375,purchasing,middle,medium,5,no,no,3,43200,0.67
1010,868309,marketing,middle,low,6,no,no,3,20400,0.35
1011,957091,sales,junior,medium,2,no,no,5,28800,0.76
1012,427112,technology,middle,high,5,no,no,3,57600,0.46
1013,550511,sales,middle,low,4,no,no,4,19200,0.42
1014,895602,sales,senior,high,7,no,yes,4,72000,0.73
1015,607523,technology,middle,low,2,no,no,3,33600,0.31
1016,414475,technology,senior,low,6,no,no,4,31200,0.73
1017,379556,hr,middle,low,7,no,no,3,28800,0.68
1018,493492,purchasing,middle,low,8,no,no,4,24000,0.84
1019,191614,sales,middle,low,1,no,no,4,24000,0.66
1020,933653,technology,middle,medium,1,no,yes,3,49200,0.19
1021,225304,purchasing,junior,medium,3,no,no,3,21600,0.32
1022,139859,marketing,senior,medium,3,no,no,4,48000,0.48
1023,511588,sales,junior,low,2,no,no,3,12000,0.39
1024,232810,purchasing,junior,high,2,no,no,4,32400,0.67
1025,936387,marketing,junior,medium,2,no,yes,2,26400,0.15
1026,910250,hr,middle,medium,5,no,no,5,40800,0.76
1027,923575,sales,middle,high,9,no,no,4,57600,0.83
1028,563375,sales,junior,medium,1,no,no,4,25200,0.73
1029,717020,technology,middle,medium,5,no,no,4,40800,0.65
1030,441540,sales,junior,low,1,no,no,1,18000,0.4
1031,212265,purchasing,junior,medium,4,no,yes,1,27600,0.29
1032,507220,marketing,middle,high,5,no,no,4,51600,0.72
1033,957305,sales,junior,medium,1,no,no,4,21600,0.45
1034,350610,sales,junior,medium,2,no,no,4,24000,0.82
1035,441455,marketing,junior,medium,1,no,no,3,22800,0.14
1036,292866,hr,junior,medium,1,no,yes,1,28800,0.19
1037,958782,sales,junior,medium,2,no,no,2,27600,0.56
1038,263920,technology,middle,medium,5,no,no,4,39600,0.67
1039,414367,purchasing,junior,low,2,no,no,4,12000,0.7
1040,301946,hr,senior,high,7,no,no,5,75600,0.75
1041,647159,technology,middle,medium,2,no,no,3,39600,0.18
1042,935542,purchasing,junior,medium,1,no,no,3,21600,0.17
1043,478080,purchasing,junior,medium,3,no,no,4,22800,0.63
1044,201138,sales,junior,medium,1,no,no,3,26400,0.3
1045,239332,sales,junior,medium,1,no,no,3,20400,0.17
1046,183292,hr,junior,medium,3,no,no,3,22800,0.34
1047,591859,sales,junior,low,1,no,no,4,18000,0.73
1048,659171,sales,middle,high,6,no,yes,3,52800,0.28
1049,393674,sales,middle,medium,3,no,no,2,37200,0.24
1050,663819,sales,junior,medium,1,no,no,5,21600,0.57
1051,671964,technology,senior,medium,7,no,yes,2,69600,0.4
1052,338377,technology,junior,medium,2,no,no,5,32400,0.8
1053,964188,sales,junior,medium,2,no,no,4,24000,0.88
1054,815058,sales,middle,low,6,no,no,1,22800,0.37
1055,290990,purchasing,junior,low,3,no,no,4,12000,0.71
1056,631008,sales,junior,low,5,no,no,3,18000,0.54
1057,467392,sales,middle,high,4,no,no,5,48000,0.53
1058,535221,purchasing,junior,medium,2,no,no,2,28800,0.5
1059,348185,sales,middle,low,4,no,no,5,25200,0.61
1060,296884,sales,junior,medium,3,no,yes,3,24000,0.31
1061,778002,hr,junior,high,3,no,no,4,33600,0.66
1062,809130,purchasing,middle,medium,1,no,no,4,34800,0.45
1063,737456,technology,middle,high,5,no,yes,4,57600,0.51
1064,125976,sales,junior,low,3,no,yes,3,18000,0.27
1065,358638,sales,middle,high,8,no,no,4,54000,0.9
1066,204271,purchasing,middle,high,3,no,no,2,46800,0.24
1067,893652,hr,senior,medium,4,no,no,5,55200,0.59
1068,152374,technology,senior,medium,6,no,no,3,68400,0.4
1069,140017,technology,junior,low,2,no,no,4,15600,0.66
1070,613093,sales,junior,medium,1,no,no,4,27600,0.61
1071,869432,purchasing,junior,medium,1,no,no,3,21600,0.21
1072,537890,sales,middle,low,5,no,no,4,24000,0.87
1073,656804,purchasing,junior,low,1,no,no,3,19200,0.4
1074,523452,sales,middle,low,8,no,no,3,24000,0.53
1075,695634,technology,junior,medium,1,no,no,3,26400,0.15
1076,362408,hr,senior,medium,5,no,no,4,46800,0.66
1077,575871,sales,middle,medium,4,no,no,5,43200,0.65
1078,608923,technology,middle,medium,2,no,no,4,40800,0.45
1079,918939,sales,junior,low,1,no,no,1,18000,0.31
1080,269116,sales,senior,medium,2,yes,no,3,57600,0.53
1081,252491,technology,middle,medium,4,no,no,4,51600,0.6
1082,592066,marketing,junior,medium,3,no,no,4,27600,0.75
1083,266203,purchasing,middle,low,3,no,no,3,24000,0.31
1084,614074,sales,senior,medium,7,no,no,2,44400,0.27
1085,101159,sales,junior,low,1,no,no,4,12000,0.56
1086,793016,technology,junior,low,1,no,no,4,22800,0.67
1087,184457,sales,junior,medium,2,no,no,4,21600,0.72
1088,602625,technology,junior,medium,4,no,no,5,32400,0.92
1089,361710,hr,middle,low,6,no,yes,3,19200,0.35
1090,206064,sales,middle,medium,3,no,no,2,37200,0.2
1091,717515,technology,middle,high,4,yes,no,4,63600,0.77
1092,481853,sales,junior,low,2,no,no,5,15600,0.82
1093,931821,technology,middle,medium,5,no,no,3,49200,0.51
1094,286907,hr,junior,medium,1,no,no,3,26400,0.29
1095,437263,marketing,junior,low,4,no,no,3,16800,0.46
1096,212415,marketing,middle,high,2,no,no,5,62400,0.6
1097,815312,marketing,middle,low,9,no,no,4,20400,0.6
1098,972722,marketing,junior,medium,3,no,no,4,27600,0.88
1099,713966,purchasing,junior,medium,2,no,no,4,22800,0.71
1100,630383,hr,junior,medium,2,no,no,4,30000,0.83
1101,277523,technology,middle,medium,7,no,no,4,50400,0.78
1102,438657,purchasing,middle,high,8,no,no,4,58800,0.87
1103,737100,sales,junior,medium,2,no,no,3,21600,0.29
1104,475123,purchasing,middle,low,6,no,yes,3,24000,0.36
1105,305701,sales,middle,high,10,no,yes,3,56400,0.38
1106,823452,purchasing,senior,medium,3,no,no,1,50400,0.15
1107,766509,marketing,junior,high,4,no,yes,3,34800,0.11
1108,104519,purchasing,middle,low,7,no,no,3,24000,0.45
1109,827521,sales,junior,low,1,no,no,3,12000,0.18
1110,237312,sales,middle,low,8,no,no,4,24000,0.77
1111,708600,sales,junior,medium,4,no,no,3,27600,0.55
1112,352840,technology,junior,high,5,no,no,2,44400,0.49
1113,704687,technology,junior,medium,2,no,no,3,33600,0.58
1114,468628,sales,middle,low,6,no,no,4,19200,0.65
1115,204780,sales,senior,low,10,no,yes,3,31200,0.24
1116,764809,marketing,middle,medium,9,no,no,5,48000,0.86
1117,522628,sales,junior,low,1,no,no,2,18000,0.4
1118,377103,technology,middle,high,7,no,no,4,62400,0.82
1119,768795,technology,middle,medium,4,no,no,2,43200,0.23
1120,439483,sales,middle,high,5,no,no,3,56400,0.53
1121,927644,sales,middle,medium,7,no,no,1,40800,0.44
1122,350268,purchasing,junior,medium,2,no,yes,3,21600,0.15
1123,989271,sales,junior,low,1,no,no,3,12000,0.13
1124,101057,sales,junior,low,1,no,yes,4,19200,0.45
1125,792851,technology,junior,medium,4,no,no,3,26400,0.29
1126,495545,sales,middle,medium,5,no,no,5,38400,0.85
1127,648494,sales,junior,medium,2,no,no,5,22800,0.64
1128,510788,purchasing,middle,low,3,no,no,1,27600,0.36
1129,645504,marketing,junior,low,1,no,no,3,13200,0.36
1130,596210,sales,middle,medium,2,no,no,4,43200,0.62
1131,438165,marketing,junior,medium,1,no,no,3,31200,0.31
1132,847181,hr,middle,medium,2,no,yes,3,40800,0.33
1133,167282,purchasing,junior,medium,1,no,no,4,21600,0.45
1134,819025,sales,junior,medium,1,no,no,4,21600,0.52
1135,697478,sales,junior,medium,2,no,no,1,20400,0.25
1136,818887,hr,junior,medium,2,no,no,4,22800,0.7
1137,106020,marketing,middle,high,7,no,yes,4,62400,0.65
1138,665619,sales,middle,low,7,no,no,5,19200,0.61
1139,717452,marketing,junior,medium,3,no,no,1,26400,0.37
1140,798439,sales,junior,medium,3,no,no,3,26400,0.47
1141,906465,sales,middle,low,5,no,yes,3,18000,0.24
1142,414268,technology,middle,medium,9,no,no,4,51600,0.81
1143,241250,sales,senior,medium,4,yes,no,2,56400,0.44
1144,986732,technology,middle,high,8,no,yes,4,62400,0.74
1145,971937,marketing,middle,low,3,no,yes,3,19200,0.06
1146,930926,sales,junior,medium,1,no,no,4,25200,0.69
1147,743199,technology,middle,low,2,no,yes,3,33600,0.19
1148,569811,sales,senior,low,2,no,no,5,39600,0.68
1149,988512,sales,junior,medium,1,no,yes,2,26400,0.16
1150,395914,purchasing,junior,low,1,no,no,4,19200,0.66
1151,506362,hr,middle,high,6,no,no,2,49200,0.4
1152,483138,marketing,middle,medium,4,no,no,4,42000,0.69
1153,593198,sales,junior,medium,3,no,no,5,25200,0.96
1154,456041,sales,junior,medium,2,no,no,5,22800,0.7
1155,920762,technology,junior,high,2,no,no,4,46800,0.87
1156,974929,technology,junior,low,1,no,no,3,14400,0.24
1157,418868,sales,middle,medium,9,no,no,2,32400,0.35
1158,356668,purchasing,junior,medium,3,no,no,3,28800,0.46
1159,989313,marketing,middle,high,5,yes,no,3,51600,0.57
1160,917541,technology,senior,medium,9,no,no,4,73200,0.85
1161,212793,sales,junior,low,1,no,no,3,18000,0.41
1162,124896,technology,junior,medium,2,no,no,5,34800,0.86
1163,710782,hr,junior,low,1,no,no,3,19200,0.37
1164,588447,sales,junior,medium,3,no,no,5,21600,0.71
1165,803984,sales,senior,low,6,no,no,5,32400,0.71
1166,643799,sales,middle,low,8,no,no,3,22800,0.34
1167,524995,sales,junior,medium,2,no,no,4,25200,0.8
1168,421318,sales,junior,medium,1,no,no,4,25200,0.68
1169,938983,marketing,middle,high,3,no,no,4,52800,0.57
1170,880485,hr,middle,low,8,no,no,3,25200,0.67
1171,383315,sales,junior,medium,1,no,no,4,21600,0.57
1172,972864,sales,middle,high,4,no,yes,3,52800,0.17
1173,326379,sales,middle,medium,7,no,yes,4,33600,0.53
1174,931440,marketing,junior,low,2,no,no,3,13200,0.29
1175,309989,sales,junior,medium,2,no,no,3,25200,0.53
1176,313180,technology,middle,medium,4,no,no,4,52800,0.67
1177,529889,sales,middle,low,4,no,no,4,24000,0.7
1178,341535,marketing,junior,medium,2,no,yes,3,22800,0.14
1179,523809,sales,middle,medium,9,no,no,2,32400,0.38
1180,813701,technology,senior,medium,7,no,no,3,68400,0.49
1181,900301,purchasing,junior,low,1,no,yes,4,15600,0.55
1182,693691,technology,junior,low,1,no,no,4,19200,0.69
1183,713124,sales,middle,low,7,no,yes,4,28800,0.64
1184,601480,technology,junior,medium,5,no,yes,2,26400,0.21
1185,820867,sales,junior,high,1,no,no,1,30000,0.27
1186,890731,technology,junior,low,1,no,no,2,21600,0.35
1187,523633,marketing,middle,medium,2,no,no,3,40800,0.31
1188,684657,hr,junior,medium,3,no,no,2,26400,0.56
1189,799975,purchasing,middle,medium,4,no,no,1,42000,0.26
1190,250703,sales,junior,medium,1,no,no,4,25200,0.74
1191,623336,hr,middle,medium,6,no,no,5,40800,0.76
1192,148577,marketing,junior,medium,4,no,yes,3,27600,0.25
1193,557705,sales,middle,medium,2,no,no,3,33600,0.19
1194,397290,technology,junior,medium,2,no,no,4,26400,0.65
1195,439721,technology,middle,medium,9,no,no,4,45600,0.91
1196,760443,technology,junior,low,1,no,no,2,21600,0.27
1197,283112,sales,senior,medium,10,no,no,3,44400,0.31
1198,849277,sales,junior,low,1,no,no,4,18000,0.59
1199,465811,sales,junior,low,3,no,no,3,14400,0.36
1200,228872,marketing,junior,low,2,no,no,4,14400,0.63
1201,757539,marketing,middle,high,8,no,no,3,56400,0.38
1202,957402,hr,junior,high,2,no,no,4,39600,0.81
1203,493024,technology,senior,high,10,no,no,4,79200,0.64
1204,703138,sales,senior,medium,6,no,yes,3,51600,0.14
1205,992215,purchasing,junior,low,1,no,no,5,19200,0.66
1206,557430,sales,junior,medium,1,no,no,4,25200,0.64
1207,649948,technology,senior,low,5,no,no,4,32400,0.5
1208,587016,sales,middle,high,4,no,no,4,54000,0.65
1209,631073,sales,,medium,1,no,no,4,27600,0.66
1210,386123,purchasing,junior,low,1,no,no,4,19200,0.69
1211,387275,purchasing,junior,medium,2,no,no,3,21600,0.27
1212,270145,marketing,middle,medium,7,no,no,4,42000,0.87
1213,349303,sales,middle,high,5,no,no,5,48000,0.71
1214,826578,technology,junior,medium,1,no,no,3,26400,0.15
1215,869315,marketing,junior,medium,3,no,no,3,27600,0.52
1216,858325,purchasing,junior,medium,2,no,no,5,26400,0.75
1217,809645,technology,junior,medium,2,no,no,1,33600,0.44
1218,600339,hr,middle,medium,5,no,no,5,36000,0.67
1219,362426,sales,junior,medium,4,no,no,2,20400,0.36
1220,550271,hr,middle,medium,1,no,no,3,38400,0.36
1221,392168,sales,junior,medium,1,no,no,3,27600,0.38
1222,453651,purchasing,middle,low,6,no,yes,1,27600,0.28
1223,742618,sales,middle,low,3,no,no,5,28800,0.61
1224,878842,sales,middle,high,1,no,no,2,50400,0.17
1225,157227,technology,junior,medium,3,no,no,5,27600,0.68
1226,534468,purchasing,middle,medium,7,no,no,4,39600,0.83
1227,395992,hr,junior,medium,1,no,yes,2,21600,0.09
1228,658960,technology,middle,low,9,no,no,3,27600,0.3
1229,210427,technology,middle,medium,2,no,no,3,50400,0.37
1230,470566,hr,junior,medium,1,no,no,4,24000,0.44
1231,726748,technology,junior,low,1,no,no,4,19200,0.69
1232,710356,sales,junior,low,2,no,no,1,14400,0.41
1233,256820,hr,middle,low,1,no,no,4,25200,0.6
1234,179606,technology,junior,high,3,no,no,1,37200,0.26
1235,149671,technology,middle,high,2,no,no,4,68400,0.64
1236,491266,sales,middle,low,9,no,yes,3,28800,0.36
1237,410327,technology,junior,medium,2,no,no,4,34800,0.75
1238,532729,sales,middle,medium,4,no,yes,3,37200,0.08
1239,454079,technology,junior,low,1,no,no,3,15600,0.18
1240,188365,sales,junior,high,2,no,no,3,36000,0.66
1241,148024,technology,senior,high,4,no,no,4,94800,0.67
1242,931434,sales,junior,low,2,no,no,5,12000,0.62
1243,749913,technology,middle,low,9,no,no,4,28800,0.77
1244,780803,technology,junior,medium,2,no,no,4,31200,0.75
1245,223944,sales,junior,medium,1,no,no,3,20400,0.13
1246,248474,purchasing,junior,medium,3,no,no,3,21600,0.36
1247,996910,sales,junior,low,2,no,no,4,12000,0.7
1248,639120,purchasing,middle,medium,8,no,no,3,44400,0.69
1249,119981,marketing,junior,low,2,no,yes,4,20400,0.66
1250,911725,technology,junior,low,4,no,no,5,22800,0.87
1251,917008,marketing,junior,medium,1,no,no,3,27600,0.29
1252,312779,technology,middle,medium,5,no,no,3,38400,0.36
1253,987686,technology,junior,medium,1,no,no,4,34800,0.71
1254,678976,sales,middle,high,6,yes,no,4,48000,0.92
1255,379561,purchasing,senior,medium,2,no,no,3,44400,0.36
1256,734361,technology,middle,low,6,no,yes,3,33600,0.35
1257,813883,hr,senior,high,10,no,no,4,67200,0.66
1258,199909,marketing,junior,medium,1,no,no,3,27600,0.36
1259,144962,sales,middle,high,5,no,no,4,48000,0.69
1260,248712,technology,middle,high,9,no,no,3,60000,0.47
1261,693592,purchasing,middle,low,7,no,no,4,25200,0.76
1262,179111,technology,middle,medium,7,no,no,3,43200,0.34
1263,865595,sales,middle,medium,5,no,no,2,42000,0.45
1264,522417,technology,junior,medium,1,no,no,3,26400,0.21
1265,977849,marketing,junior,medium,2,no,no,5,28800,0.93
1266,696582,hr,middle,low,9,no,yes,4,30000,0.72
1267,455178,sales,junior,medium,1,no,no,4,27600,0.72
1268,394545,sales,middle,medium,2,no,no,4,38400,0.6
1269,238138,technology,junior,medium,1,no,yes,3,33600,0.15
1270,636988,sales,middle,medium,4,no,no,5,33600,0.42
1271,103035,sales,middle,medium,2,no,no,5,39600,0.68
1272,259529,marketing,middle,medium,7,no,no,3,46800,0.42
1273,677670,sales,junior,medium,2,no,no,5,21600,0.69
1274,662214,sales,junior,medium,1,no,no,3,26400,0.35
1275,474680,technology,junior,medium,1,no,no,2,25200,0.24
1276,320614,marketing,middle,low,4,no,no,5,20400,0.47
1277,507651,sales,junior,low,1,no,no,4,15600,0.66
1278,453350,technology,senior,medium,10,no,no,3,52800,0.35
1279,692686,purchasing,junior,low,5,no,no,1,18000,0.42
1280,159925,purchasing,junior,high,5,no,no,3,34800,0.27
1281,598969,sales,middle,high,6,no,no,4,48000,0.74
1282,569061,purchasing,junior,medium,1,no,no,4,21600,0.53
1283,235010,marketing,junior,medium,2,no,no,4,27600,0.75
1284,341070,sales,junior,medium,1,no,no,2,26400,0.35
1285,421719,sales,junior,high,2,no,yes,4,31200,0.54
1286,462443,purchasing,middle,medium,4,no,no,3,34800,0.35
1287,475392,purchasing,middle,medium,10,no,no,5,39600,0.75
1288,676712,sales,middle,medium,7,no,no,5,38400,0.83
1289,939453,purchasing,middle,medium,6,no,no,4,39600,0.76
1290,114587,marketing,middle,low,6,no,no,4,26400,0.79
1291,654625,purchasing,middle,low,5,no,no,4,19200,0.59
1292,959613,marketing,middle,high,4,no,yes,2,50400,0.09
1293,277724,technology,junior,low,2,no,no,2,22800,0.46
1294,395834,sales,junior,low,2,no,no,3,12000,0.34
1295,143102,sales,middle,medium,6,no,no,3,42000,0.42
1296,944095,technology,junior,medium,1,no,no,3,26400,0.24
1297,882665,sales,middle,high,6,no,no,4,48000,0.68
1298,672174,purchasing,junior,medium,3,no,no,4,21600,0.66
1299,923279,hr,senior,medium,1,no,no,4,54000,0.71
1300,231915,purchasing,senior,high,6,no,no,4,72000,0.84
1301,533928,marketing,senior,medium,10,no,no,4,54000,0.74
1302,296961,purchasing,senior,medium,6,no,yes,3,50400,0.32
1303,281376,purchasing,middle,low,8,no,no,4,30000,0.83
1304,223996,marketing,middle,medium,7,no,no,4,40800,0.91
1305,608355,marketing,junior,high,2,no,no,3,33600,0.3
1306,190422,marketing,junior,low,1,no,no,3,20400,0.52
1307,954699,sales,middle,high,3,no,no,2,45600,0.16
1308,781654,technology,junior,high,1,no,no,1,37200,0.2
1309,794803,sales,middle,low,4,no,no,4,19200,0.58
1310,125059,purchasing,middle,low,7,no,no,4,28800,0.9
1311,109804,purchasing,middle,medium,6,no,no,4,34800,0.64
1312,840526,hr,middle,high,7,no,no,5,52800,0.59
1313,844730,hr,middle,medium,9,no,no,3,43200,0.63
1314,623178,sales,middle,high,6,no,no,4,52800,0.78
1315,675220,sales,junior,low,2,no,yes,2,18000,0.25
1316,291355,marketing,senior,medium,1,no,no,3,55200,0.41
1317,291258,sales,junior,medium,1,no,no,5,25200,0.7
1318,280848,sales,middle,low,5,no,no,4,24000,0.9
1319,134403,technology,senior,low,3,no,no,5,39600,0.74
1320,227883,sales,junior,high,1,no,no,4,33600,0.88
1321,544271,technology,junior,medium,3,no,no,2,30000,0.29
1322,274865,sales,junior,medium,1,no,no,3,24000,0.28
1323,465077,marketing,middle,low,5,no,no,4,31200,0.71
1324,686560,marketing,middle,low,6,no,yes,3,25200,0.32
1325,265725,sales,junior,medium,1,no,no,4,21600,0.57
1326,154783,hr,middle,medium,1,no,no,5,42000,0.64
1327,741073,sales,junior,medium,1,no,no,4,25200,0.69
1328,871696,sales,junior,medium,2,no,no,3,20400,0.3
1329,424057,hr,middle,medium,5,no,no,4,45600,0.85
1330,719744,sales,junior,medium,2,no,no,4,27600,0.76
1331,613062,technology,middle,medium,8,no,no,3,43200,0.37
1332,383217,technology,junior,medium,1,no,yes,3,33600,0.24
1333,394794,purchasing,middle,medium,4,no,no,3,32400,0.39
1334,396116,sales,junior,medium,2,no,no,3,24000,0.55
1335,453221,sales,middle,medium,6,no,no,5,39600,0.92
1336,532725,hr,middle,medium,6,no,no,4,39600,0.65
1337,518042,marketing,junior,medium,3,no,no,3,24000,0.33
1338,560669,sales,senior,high,3,no,no,3,62400,0.18
1339,504437,technology,junior,medium,2,no,no,4,31200,0.75
1340,687933,marketing,junior,low,2,no,yes,1,16800,0.26
1341,169965,purchasing,middle,low,2,no,no,4,24000,0.72
1342,631901,sales,senior,low,6,no,yes,3,25200,0.06
1343,363258,purchasing,junior,low,1,no,yes,2,19200,0.11
1344,710336,hr,middle,low,3,no,no,1,24000,0.17
1345,708401,purchasing,middle,low,3,no,no,1,18000,0.2
1346,443053,sales,middle,medium,3,no,no,4,43200,0.71
1347,473856,hr,middle,medium,8,no,no,3,43200,0.66
1348,841546,hr,middle,medium,6,no,no,5,40800,0.92
1349,921339,sales,junior,low,1,no,no,4,15600,0.69
1350,722801,technology,middle,medium,4,no,no,4,39600,0.51
1351,462978,technology,middle,medium,5,yes,no,2,39600,0.45
1352,112987,sales,junior,low,1,no,no,4,15600,0.6
1353,844086,sales,senior,low,6,no,no,3,32400,0.39
1354,511606,sales,middle,high,6,no,no,4,58800,0.81
1355,142998,sales,middle,low,1,no,no,4,19200,0.49
1356,985123,purchasing,junior,low,2,no,no,4,15600,0.84
1357,194483,sales,senior,medium,10,no,no,4,46800,0.66
1358,642204,sales,middle,high,1,no,no,5,58800,0.71
1359,435839,sales,junior,low,2,no,no,4,15600,0.84
1360,546498,marketing,middle,medium,6,yes,no,4,36000,0.77
1361,567336,marketing,junior,medium,1,no,no,3,26400,0.1
1362,570556,sales,junior,low,1,no,no,3,18000,0.25
1363,406660,purchasing,middle,high,7,no,no,3,46800,0.5
1364,505902,sales,middle,medium,7,no,no,3,42000,0.46
1365,255403,technology,middle,low,5,no,no,3,27600,0.4
1366,488802,sales,junior,low,1,no,no,4,15600,0.7
1367,129744,marketing,junior,medium,4,no,yes,3,27600,0.37
1368,450388,marketing,middle,low,3,no,no,4,25200,0.7
1369,149215,sales,junior,medium,1,no,no,3,25200,0.34
1370,911309,sales,middle,medium,7,no,yes,2,42000,0.39
1371,326528,sales,middle,low,2,no,no,4,28800,0.68
1372,769595,hr,middle,medium,7,no,no,3,38400,0.56
1373,339443,purchasing,junior,medium,2,no,no,4,26400,0.78
1374,673606,technology,middle,high,7,no,no,3,56400,0.55
1375,238037,marketing,senior,low,3,no,no,4,26400,0.46
1376,861064,sales,junior,low,3,no,no,4,19200,0.78
1377,956391,technology,junior,low,1,no,no,2,14400,0.24
1378,640524,purchasing,junior,medium,1,no,no,2,27600,0.41
1379,344693,hr,middle,high,6,no,no,3,49200,0.47
1380,169962,sales,junior,high,1,no,yes,1,32400,0.24
1381,130818,sales,senior,low,9,no,no,4,39600,0.84
1382,809731,technology,junior,low,2,no,no,4,22800,0.92
1383,295319,sales,senior,medium,10,no,no,4,44400,0.71
1384,697290,sales,junior,low,1,no,yes,3,12000,0.09
1385,329613,sales,middle,low,2,no,no,4,19200,0.51
1386,613389,sales,middle,high,7,no,no,4,57600,0.85
1387,623333,sales,middle,high,1,no,no,4,57600,0.66
1388,217048,hr,middle,high,7,no,no,4,61200,0.77
1389,162126,sales,junior,low,1,no,no,4,12000,0.53
1390,882771,sales,senior,low,10,no,no,4,32400,0.77
1391,561835,sales,junior,medium,1,no,no,3,20400,0.24
1392,930705,sales,junior,medium,4,no,no,4,27600,0.88
1393,355608,hr,senior,low,9,no,no,3,25200,0.53
1394,127116,sales,middle,low,5,no,no,4,24000,0.86
1395,202830,technology,junior,medium,3,no,no,4,31200,0.75
1396,251696,purchasing,middle,low,4,no,no,5,28800,0.74
1397,115943,sales,junior,medium,3,no,yes,2,26400,0.34
1398,115447,technology,middle,high,6,no,no,3,57600,0.44
1399,416589,hr,junior,medium,5,no,no,3,21600,0.27
1400,778997,sales,junior,low,1,no,no,3,14400,0.21
1401,913309,sales,senior,high,7,no,no,3,69600,0.35
1402,690969,hr,middle,medium,7,no,no,3,33600,0.53
1403,589378,technology,junior,medium,2,no,no,4,26400,0.68
1404,515552,marketing,junior,low,4,no,yes,3,13200,0.17
1405,680036,hr,junior,medium,1,no,no,5,24000,0.51
1406,393320,technology,middle,medium,3,yes,no,4,39600,0.72
1407,431656,marketing,junior,medium,1,no,no,4,24000,0.58
1408,299651,sales,middle,low,7,no,no,3,27600,0.48
1409,589479,hr,junior,low,2,no,no,4,16800,0.89
1410,463006,sales,middle,high,4,no,no,4,48000,0.5
1411,966104,technology,junior,medium,2,no,no,4,31200,0.78
1412,185381,technology,middle,high,5,no,yes,3,67200,0.53
