,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
996,382696,technology,junior,medium,4,no,yes,3,30000,no
997,627923,hr,middle,low,4,no,no,3,30000,no
998,812635,technology,junior,low,2,no,yes,2,14400,yes
999,916966,sales,senior,medium,7,no,no,4,51600,no
1000,750110,sales,junior,low,2,no,no,4,18000,no
1001,675821,hr,junior,low,1,no,no,2,13200,yes
1002,758545,purchasing,middle,medium,5,no,no,3,33600,no
1003,307654,purchasing,junior,medium,1,no,no,5,26400,no
1004,428350,sales,junior,medium,2,no,no,3,25200,yes
1005,263311,sales,junior,low,2,no,no,3,18000,yes
1006,897400,technology,junior,low,3,no,no,4,19200,no
1007,529283,technology,middle,medium,8,no,no,4,45600,no
1008,819428,purchasing,middle,low,2,no,no,3,22800,no
1009,859996,sales,middle,low,7,no,yes,4,28800,no
1010,279908,sales,middle,medium,3,no,yes,3,42000,no
1011,625607,hr,junior,low,3,no,no,4,13200,yes
1012,113534,sales,middle,low,1,no,no,3,22800,yes
1013,260881,sales,junior,medium,2,no,no,3,27600,yes
1014,616875,sales,middle,high,2,no,no,3,56400,no
1015,410384,purchasing,senior,medium,5,no,no,3,50400,no
1016,306649,purchasing,middle,medium,7,no,no,4,44400,no
1017,162070,marketing,middle,medium,4,no,no,3,40800,no
1018,988710,sales,senior,medium,7,no,no,3,50400,no
1019,281123,marketing,junior,medium,2,no,no,3,30000,yes
1020,233873,hr,junior,medium,3,no,yes,4,22800,yes
1021,909258,technology,middle,low,9,no,no,4,22800,no
1022,366981,technology,junior,medium,3,no,no,4,26400,no
1023,618214,purchasing,middle,medium,7,no,no,4,34800,yes
1024,994659,technology,junior,medium,3,no,yes,3,31200,yes
1025,826338,purchasing,junior,medium,1,no,no,3,24000,yes
1026,337688,purchasing,junior,medium,1,no,no,3,21600,yes
1027,895036,sales,junior,low,2,no,no,5,19200,no
1028,214847,marketing,middle,medium,5,no,no,3,45600,no
1029,501671,sales,junior,low,2,no,yes,3,18000,yes
1030,343714,sales,junior,low,1,no,no,3,15600,yes
1031,960489,purchasing,senior,low,2,no,yes,4,33600,yes
1032,832168,technology,junior,low,1,no,no,4,19200,yes
1033,991001,technology,junior,medium,2,no,no,4,31200,no
1034,149125,marketing,middle,high,7,no,no,4,51600,no
1035,292614,sales,junior,low,2,no,no,3,12000,yes
1036,672491,sales,middle,medium,7,no,no,3,36000,no
1037,300834,hr,middle,medium,7,no,no,3,45600,no
1038,652282,hr,middle,medium,7,no,no,3,34800,no
1039,325186,marketing,junior,high,1,no,yes,1,33600,yes
1040,434453,technology,junior,medium,2,no,no,4,36000,no
1041,820813,hr,middle,medium,4,no,no,5,46800,no
1042,743399,technology,senior,medium,6,no,no,4,72000,no
1043,512065,sales,junior,medium,1,no,no,5,25200,no
1044,306945,purchasing,junior,medium,3,no,no,4,26400,no
1045,979987,marketing,junior,low,1,no,no,3,16800,yes
1046,558405,hr,junior,medium,2,no,no,4,24000,no
1047,985688,marketing,middle,high,4,no,no,3,56400,no
1048,389992,hr,middle,medium,5,no,no,1,33600,no
1049,753001,technology,junior,low,3,no,no,3,22800,yes
1050,995859,purchasing,middle,high,6,no,yes,2,46800,no
1051,923262,sales,middle,low,8,no,no,3,22800,no
1052,500343,sales,junior,medium,1,no,yes,4,21600,yes
1053,452860,technology,middle,low,6,no,yes,1,21600,no
1054,938914,technology,junior,medium,1,no,no,1,30000,yes
1055,732463,purchasing,junior,medium,5,no,no,3,25200,no
1056,224826,hr,junior,medium,1,no,no,4,24000,yes
1057,272975,hr,middle,medium,3,no,no,4,46800,no
1058,118578,sales,middle,low,6,no,no,3,27600,no
1059,825598,purchasing,junior,medium,1,no,yes,3,25200,no
1060,233911,sales,middle,low,3,no,no,3,22800,no
1061,729569,hr,senior,high,10,no,no,4,67200,no
1062,846272,technology,middle,low,3,no,no,4,22800,no
1063,179185,marketing,junior,low,1,no,no,5,20400,no
1064,111458,sales,middle,medium,8,no,no,5,39600,no
1065,863395,hr,junior,low,1,no,no,5,20400,yes
1066,201775,sales,junior,medium,3,no,no,3,26400,no
1067,157699,sales,junior,medium,2,no,no,3,25200,no
1068,678342,hr,middle,medium,5,no,no,3,34800,no
1069,321597,technology,junior,medium,5,no,no,3,26400,no
1070,155416,sales,junior,medium,3,no,no,2,27600,yes
1071,672202,technology,junior,low,1,no,yes,4,22800,yes
1072,353398,purchasing,middle,medium,7,no,no,5,39600,no
1073,235438,technology,senior,low,6,no,no,3,45600,yes
1074,800851,sales,middle,high,1,no,no,5,50400,no
1075,161624,technology,junior,medium,2,no,no,2,33600,no
1076,443560,purchasing,junior,high,1,no,no,5,36000,yes
1077,856129,technology,junior,low,2,no,no,4,15600,yes
1078,142460,sales,junior,low,1,no,no,3,12000,yes
1079,438943,technology,junior,low,2,no,no,4,22800,no
1080,607284,sales,middle,medium,3,no,no,5,34800,no
1081,347479,purchasing,junior,high,3,no,no,3,34800,yes
1082,225224,marketing,junior,medium,1,no,no,4,31200,no
1083,627694,purchasing,junior,medium,4,no,no,4,28800,no
1084,771951,sales,junior,low,1,no,no,5,19200,yes
1085,766316,purchasing,junior,medium,2,no,no,3,27600,no
1086,426739,sales,junior,low,2,no,no,4,15600,no
1087,697041,technology,middle,medium,5,no,no,3,43200,no
1088,110959,sales,middle,low,5,no,no,4,28800,yes
1089,683360,purchasing,junior,medium,2,no,no,5,22800,no
1090,450221,sales,middle,medium,3,no,no,4,44400,no
1091,421768,sales,senior,medium,8,no,yes,4,52800,no
1092,675436,hr,junior,medium,1,no,no,3,28800,yes
1093,115150,sales,middle,medium,10,no,no,2,37200,no
1094,487409,sales,junior,high,2,no,yes,2,36000,yes
1095,531016,sales,junior,medium,1,no,no,3,24000,yes
1096,980436,sales,junior,low,3,no,no,3,18000,yes
1097,675579,sales,junior,low,3,no,no,5,19200,no
1098,308950,marketing,middle,high,3,no,no,4,57600,no
1099,426080,purchasing,senior,medium,8,no,no,4,60000,no
1100,105193,sales,junior,medium,2,no,no,3,21600,yes
1101,349739,marketing,junior,medium,5,no,no,3,27600,no
1102,672810,hr,junior,low,3,no,no,2,19200,yes
1103,156793,technology,junior,medium,1,no,yes,4,34800,no
1104,550299,purchasing,middle,low,7,no,no,3,28800,no
1105,141589,technology,senior,medium,3,no,no,4,64800,no
1106,138551,sales,junior,medium,1,no,no,5,27600,no
1107,195260,technology,junior,medium,1,no,no,4,34800,no
1108,920662,sales,junior,medium,1,no,no,3,24000,yes
1109,675415,sales,junior,medium,1,no,no,4,25200,no
1110,754070,sales,junior,high,3,no,no,3,33600,yes
1111,236570,hr,middle,medium,7,no,no,4,45600,no
1112,597266,sales,middle,medium,4,no,no,5,44400,no
1113,608852,sales,middle,high,1,no,no,4,57600,no
1114,740229,marketing,junior,medium,4,no,no,4,32400,no
1115,339574,purchasing,middle,medium,7,no,no,3,44400,no
1116,308117,sales,middle,medium,3,no,no,2,36000,no
1117,614522,purchasing,middle,medium,5,no,no,5,45600,no
1118,296374,hr,senior,medium,9,no,no,3,52800,no
1119,707014,sales,middle,low,9,no,no,4,24000,no
1120,448749,purchasing,junior,medium,2,no,no,3,28800,yes
1121,422625,technology,middle,medium,7,no,no,3,43200,no
1122,248782,technology,junior,medium,2,no,no,4,31200,no
1123,476057,sales,senior,low,5,no,no,5,26400,no
1124,538641,hr,senior,high,1,no,no,5,67200,no
1125,960186,sales,senior,low,5,no,no,5,40800,no
1126,415578,purchasing,middle,low,9,no,no,3,19200,no
1127,762747,sales,middle,medium,4,no,no,4,43200,no
1128,332832,technology,senior,medium,5,yes,no,4,72000,no
1129,716908,marketing,middle,low,6,yes,no,4,20400,no
1130,248754,technology,middle,medium,7,no,no,2,38400,no
1131,796707,purchasing,junior,low,1,no,no,1,15600,yes
1132,390916,hr,junior,medium,2,no,no,2,22800,yes
1133,554954,marketing,middle,medium,9,no,no,3,36000,no
1134,220964,purchasing,middle,medium,6,no,no,5,34800,no
1135,560398,sales,junior,medium,1,no,no,4,27600,no
1136,589348,marketing,junior,medium,1,no,no,5,32400,no
1137,708831,purchasing,junior,medium,1,no,no,4,22800,no
1138,510361,purchasing,middle,medium,4,no,no,4,44400,no
1139,516581,purchasing,junior,medium,1,no,no,1,25200,yes
1140,710830,hr,middle,low,4,no,no,3,19200,no
1141,825803,technology,middle,medium,7,no,no,3,39600,no
1142,973961,technology,middle,low,8,no,no,5,22800,no
1143,665115,marketing,junior,medium,1,no,no,4,25200,yes
1144,661825,hr,middle,high,6,no,no,3,54000,no
1145,277412,sales,middle,low,4,no,yes,3,19200,no
1146,331092,technology,middle,medium,8,no,no,4,45600,no
1147,296382,technology,senior,high,8,no,no,4,88800,no
1148,503331,marketing,junior,low,1,no,no,3,16800,yes
1149,363393,purchasing,junior,medium,2,no,no,4,28800,no
1150,916709,sales,middle,low,5,no,no,4,28800,no
1151,866268,sales,senior,medium,8,no,yes,3,50400,no
1152,623303,purchasing,junior,medium,2,no,no,5,25200,no
1153,813090,hr,middle,medium,4,no,no,4,40800,no
1154,165891,sales,junior,medium,2,no,no,4,21600,no
1155,241637,sales,junior,high,2,no,no,5,34800,no
1156,161094,sales,junior,medium,1,no,no,4,24000,no
1157,380263,technology,junior,medium,1,no,yes,4,31200,no
1158,123968,marketing,senior,high,3,no,no,4,81600,no
1159,587248,sales,middle,high,9,no,no,4,52800,no
1160,518186,sales,junior,medium,1,no,no,4,27600,no
1161,485214,purchasing,middle,low,5,no,no,3,22800,no
1162,989948,technology,middle,high,5,no,no,3,68400,no
1163,108981,marketing,junior,medium,1,no,no,4,28800,no
1164,775458,sales,middle,medium,7,no,no,4,43200,no
1165,353239,sales,middle,high,1,no,no,5,48000,no
1166,616564,hr,middle,high,8,no,no,1,49200,no
1167,379675,hr,junior,medium,2,no,no,3,28800,no
1168,509280,sales,junior,medium,3,no,no,3,24000,yes
1169,413813,marketing,middle,low,2,no,yes,1,19200,yes
1170,631465,purchasing,middle,medium,7,no,no,4,39600,no
1171,372883,sales,middle,low,3,no,no,5,19200,no
1172,661458,purchasing,middle,medium,9,no,no,4,33600,yes
1173,288780,marketing,junior,medium,2,no,no,4,31200,no
1174,954135,sales,junior,medium,4,no,no,5,27600,no
1175,160652,purchasing,middle,medium,5,no,no,4,39600,no
1176,736290,purchasing,junior,low,2,no,no,4,13200,yes
1177,300614,purchasing,middle,medium,5,no,no,4,34800,no
1178,470339,marketing,junior,low,1,no,no,5,16800,yes
1179,301863,sales,junior,medium,3,no,no,4,27600,no
1180,806335,technology,junior,medium,1,no,no,4,34800,no
1181,508085,marketing,senior,medium,6,no,no,5,56400,no
1182,968255,marketing,junior,medium,1,no,no,4,24000,yes
1183,729049,hr,junior,medium,2,no,no,4,30000,yes
1184,987026,technology,middle,low,4,no,no,4,33600,no
1185,889938,hr,middle,medium,4,no,no,3,45600,no
1186,881703,technology,junior,medium,2,no,no,1,30000,yes
1187,986840,sales,middle,high,10,no,no,1,50400,no
1188,227257,purchasing,senior,medium,5,no,no,5,48000,no
1189,449109,marketing,middle,medium,3,no,no,5,37200,no
1190,228777,sales,middle,low,5,no,no,5,24000,no
1191,310335,sales,middle,high,8,no,no,4,48000,no
1192,956259,hr,middle,medium,5,no,no,3,45600,no
1193,258322,sales,junior,high,1,no,no,4,31200,yes
1194,103401,marketing,middle,medium,2,no,yes,3,42000,no
1195,682883,technology,senior,medium,9,no,no,5,74400,no
1196,687268,hr,junior,medium,1,no,no,3,26400,yes
1197,711970,technology,senior,medium,4,no,no,4,55200,no
1198,945031,marketing,junior,low,1,no,no,3,16800,yes
1199,631994,purchasing,junior,medium,1,no,no,4,28800,yes
1200,433490,purchasing,junior,low,1,no,no,4,12000,yes
1201,731855,technology,junior,medium,3,no,no,5,27600,no
1202,926765,technology,junior,medium,4,no,no,3,31200,no
1203,896521,hr,middle,high,6,no,no,3,61200,no
1204,383206,sales,senior,medium,7,no,no,3,51600,no
1205,908376,sales,middle,low,2,no,no,3,18000,yes
1206,303006,hr,junior,low,2,no,no,4,16800,no
1207,762250,sales,junior,medium,1,no,yes,4,21600,yes
1208,784260,purchasing,junior,medium,1,no,no,4,26400,no
1209,782692,technology,middle,low,2,no,no,3,28800,yes
1210,189109,technology,junior,medium,1,no,no,3,30000,yes
1211,887884,sales,junior,low,2,no,no,4,18000,no
1212,993777,sales,middle,low,8,no,no,3,24000,no
1213,679057,hr,middle,high,2,no,no,4,55200,no
1214,761816,purchasing,junior,medium,1,no,no,3,25200,no
1215,687839,technology,junior,medium,1,no,no,4,26400,yes
1216,503120,purchasing,junior,medium,3,no,yes,3,25200,yes
1217,458112,sales,middle,high,8,no,yes,2,55200,no
1218,139868,sales,middle,medium,7,no,no,5,38400,no
1219,758147,technology,middle,high,5,no,no,2,54000,no
1220,644778,marketing,middle,high,1,no,no,4,63600,no
1221,562785,marketing,middle,low,7,no,no,4,20400,no
1222,528000,purchasing,middle,medium,2,no,no,4,34800,no
1223,808630,technology,junior,medium,1,no,no,2,33600,yes
1224,560709,hr,junior,medium,1,no,no,4,26400,no
1225,327983,sales,junior,low,1,no,no,4,12000,yes
1226,108410,sales,junior,low,2,no,no,4,18000,no
1227,460723,marketing,senior,medium,3,yes,no,3,52800,no
1228,469641,purchasing,senior,medium,4,no,yes,3,50400,no
1229,639512,hr,middle,high,7,no,yes,3,60000,no
1230,769735,marketing,junior,high,2,no,no,3,33600,yes
1231,672346,purchasing,junior,low,1,no,no,3,18000,yes
1232,929779,sales,middle,medium,8,no,no,3,40800,no
1233,966781,marketing,junior,medium,2,no,no,3,30000,no
1234,734069,purchasing,junior,medium,3,no,no,4,26400,no
1235,246737,sales,junior,low,3,no,no,1,12000,yes
1236,491813,technology,middle,medium,6,no,no,4,45600,no
1237,594682,marketing,middle,medium,5,no,no,4,46800,yes
1238,369771,purchasing,junior,medium,1,no,no,4,22800,no
1239,586585,marketing,middle,medium,5,no,no,5,36000,no
1240,789478,sales,junior,low,3,no,no,4,18000,no
1241,596419,marketing,middle,medium,6,no,yes,1,34800,no
1242,191314,purchasing,senior,high,7,yes,no,4,79200,no
1243,845073,technology,junior,high,1,no,no,2,40800,yes
1244,506109,sales,junior,medium,3,no,no,4,25200,no
1245,896807,technology,middle,high,5,no,no,1,60000,no
1246,896636,hr,middle,high,5,no,no,3,58800,no
1247,851665,sales,junior,medium,1,no,no,5,25200,no
1248,161975,technology,middle,high,6,yes,no,5,68400,no
1249,692908,marketing,junior,medium,1,no,yes,4,32400,no
1250,692558,technology,junior,high,1,no,no,4,43200,yes
1251,865517,purchasing,middle,high,10,no,no,4,55200,no
1252,280354,sales,junior,medium,1,no,no,4,27600,no
1253,685018,sales,junior,low,2,no,no,3,18000,yes
1254,433045,sales,middle,low,8,no,no,4,28800,no
1255,527305,sales,junior,low,3,no,no,2,14400,yes
1256,618974,marketing,junior,medium,1,no,no,1,30000,yes
1257,987907,sales,middle,medium,7,no,no,4,38400,no
1258,104712,sales,junior,medium,2,no,yes,3,24000,yes
1259,190863,technology,middle,medium,9,no,yes,2,44400,no
1260,816843,marketing,junior,low,1,no,no,3,13200,yes
1261,534298,technology,middle,medium,6,no,no,2,44400,no
1262,884119,sales,middle,high,8,no,no,3,56400,no
1263,107920,purchasing,middle,high,7,no,no,4,55200,no
1264,289547,sales,middle,medium,7,no,no,5,43200,no
1265,244116,technology,junior,low,2,no,no,5,22800,no
1266,563811,purchasing,junior,medium,4,no,yes,2,21600,no
1267,923311,sales,senior,low,10,no,yes,3,37200,no
1268,435988,purchasing,junior,low,1,no,no,4,12000,yes
1269,625349,purchasing,middle,high,5,no,no,3,46800,no
1270,379183,technology,junior,low,1,no,no,2,22800,yes
1271,319864,technology,junior,medium,1,no,no,4,26400,yes
1272,828011,sales,middle,medium,7,no,no,3,38400,no
1273,645336,sales,senior,high,3,no,no,5,66000,yes
1274,235144,sales,junior,medium,1,no,yes,3,26400,yes
1275,828674,technology,junior,low,1,no,yes,3,15600,yes
1276,834574,hr,middle,medium,10,no,no,3,43200,no
1277,294373,sales,junior,low,5,no,no,1,14400,yes
1278,511016,purchasing,junior,medium,2,no,no,5,26400,no
1279,947613,technology,junior,medium,2,no,no,3,26400,yes
1280,559414,marketing,middle,medium,7,no,no,5,48000,no
1281,270039,sales,middle,medium,5,no,no,3,32400,no
1282,221562,technology,junior,medium,1,no,no,4,31200,no
1283,849622,sales,middle,high,1,no,no,3,48000,yes
1284,681619,technology,middle,low,9,no,yes,3,33600,no
1285,805117,sales,senior,high,5,no,no,3,68400,no
1286,295807,purchasing,senior,low,10,no,yes,3,39600,no
1287,257611,technology,junior,low,1,no,no,3,22800,yes
1288,706471,technology,middle,high,2,no,no,4,57600,no
1289,640741,sales,middle,low,8,no,no,4,19200,no
1290,960511,sales,middle,medium,2,no,no,4,33600,yes
1291,876165,sales,junior,medium,3,no,no,4,21600,no
1292,679526,technology,middle,medium,2,no,yes,5,52800,no
1293,613245,marketing,junior,medium,1,no,no,5,25200,no
1294,817898,marketing,middle,medium,1,no,no,2,34800,no
1295,148817,technology,middle,medium,3,no,no,5,52800,no
1296,770825,hr,middle,medium,5,no,no,4,36000,no
1297,235219,technology,middle,low,2,no,no,4,28800,no
1298,600502,technology,junior,medium,2,no,no,5,32400,no
1299,949748,sales,junior,medium,1,no,no,3,26400,yes
1300,967747,hr,middle,medium,4,no,no,3,44400,no
1301,800845,sales,junior,medium,1,no,no,1,26400,yes
1302,395728,technology,middle,low,6,no,yes,4,33600,no
1303,270997,purchasing,junior,low,3,no,no,4,19200,no
1304,750147,purchasing,senior,low,7,no,yes,3,31200,yes
1305,383694,sales,junior,medium,3,no,no,3,20400,yes
1306,690466,sales,junior,low,2,no,no,4,15600,no
1307,423505,marketing,junior,low,1,no,no,4,20400,no
1308,977833,technology,junior,medium,4,no,yes,2,33600,no
1309,863959,technology,junior,low,2,no,no,3,21600,yes
1310,593125,technology,junior,medium,1,no,no,4,31200,no
1311,491248,marketing,middle,low,8,no,no,2,30000,no
1312,472871,purchasing,junior,low,2,no,no,3,18000,yes
1313,992010,marketing,junior,high,3,no,no,4,42000,yes
1314,233301,sales,junior,medium,1,no,no,5,28800,no
1315,365994,sales,junior,medium,3,no,no,3,20400,yes
1316,912139,technology,junior,low,1,no,no,4,22800,no
1317,596169,sales,junior,medium,1,no,no,3,20400,yes
1318,891101,technology,junior,high,3,no,no,4,38400,yes
1319,776165,marketing,middle,medium,3,no,no,5,37200,no
1320,867867,technology,junior,medium,1,no,no,4,34800,no
1321,981699,purchasing,junior,medium,1,no,no,1,24000,yes
1322,588531,marketing,junior,medium,1,no,no,4,28800,no
1323,665300,sales,junior,medium,1,no,no,4,21600,yes
1324,493890,purchasing,junior,medium,1,no,no,3,21600,yes
1325,212372,technology,junior,medium,1,no,no,3,25200,yes
1326,855569,hr,senior,medium,9,no,no,4,48000,no
1327,366406,technology,junior,low,2,no,no,5,19200,no
1328,489526,marketing,middle,high,6,no,no,3,57600,no
1329,451477,technology,junior,medium,2,no,no,4,31200,no
1330,734468,purchasing,middle,medium,7,no,no,3,38400,no
1331,248648,sales,middle,high,4,no,no,5,49200,no
1332,482086,sales,junior,low,1,no,no,2,14400,yes
1333,429628,sales,junior,low,2,no,no,4,12000,yes
1334,571681,technology,middle,low,2,no,no,3,27600,yes
1335,168361,sales,middle,low,7,no,no,4,24000,no
1336,120107,sales,junior,high,1,no,yes,3,36000,yes
1337,776462,sales,senior,medium,7,no,no,1,50400,no
1338,495106,technology,junior,low,1,no,no,4,15600,yes
1339,116005,technology,junior,low,1,no,no,4,15600,yes
1340,265874,sales,junior,high,1,no,yes,3,31200,yes
1341,855596,purchasing,senior,medium,9,no,no,4,52800,no
1342,670971,sales,middle,medium,8,no,no,4,33600,no
1343,583748,marketing,junior,low,2,no,no,5,20400,no
1344,280426,purchasing,middle,medium,7,no,no,5,34800,no
1345,545721,technology,junior,medium,1,no,no,3,30000,yes
1346,426281,purchasing,junior,low,4,no,no,5,15600,no
1347,382967,technology,junior,medium,1,no,no,5,34800,no
1348,440283,sales,junior,medium,2,no,no,3,26400,no
1349,422306,marketing,middle,medium,3,yes,no,5,42000,no
1350,896993,sales,middle,low,8,no,no,4,19200,no
1351,820769,purchasing,middle,medium,3,no,no,4,44400,no
1352,371634,technology,middle,medium,5,no,no,4,45600,no
1353,619580,sales,junior,medium,2,no,no,3,25200,yes
1354,299014,technology,middle,low,3,no,no,3,27600,yes
1355,713724,sales,middle,medium,3,no,no,3,33600,no
1356,174691,marketing,junior,low,5,no,no,4,16800,no
1357,955181,technology,middle,medium,1,no,no,1,49200,no
1358,831872,technology,middle,medium,3,no,no,4,52800,no
1359,235054,technology,middle,high,7,no,no,3,56400,no
1360,445699,sales,junior,medium,2,no,no,5,21600,no
1361,676067,sales,junior,low,4,no,no,3,12000,yes
1362,327105,sales,junior,high,3,no,no,3,37200,yes
1363,905450,sales,middle,high,5,no,no,3,57600,no
1364,930704,sales,junior,medium,3,no,yes,4,21600,yes
1365,477962,sales,junior,medium,1,no,no,3,21600,yes
1366,438730,sales,middle,medium,10,no,no,3,42000,no
1367,604616,marketing,junior,medium,1,no,no,3,30000,yes
1368,334398,sales,junior,medium,2,no,no,2,26400,yes
1369,499788,hr,middle,low,6,yes,no,4,25200,no
1370,155781,sales,junior,medium,1,no,no,5,25200,no
1371,869935,technology,junior,high,3,no,no,4,38400,yes
1372,219604,marketing,middle,low,5,no,no,4,31200,no
1373,496167,sales,junior,low,2,no,yes,3,14400,yes
1374,439171,marketing,junior,low,4,no,no,4,13200,no
1375,884231,sales,senior,high,9,no,no,2,74400,no
1376,644918,purchasing,middle,high,7,no,yes,2,57600,no
1377,685145,sales,middle,high,5,no,no,3,51600,no
1378,165611,marketing,junior,medium,1,no,no,5,25200,no
1379,510518,hr,middle,high,3,no,no,4,62400,no
1380,370469,sales,junior,low,2,no,no,4,15600,no
1381,916042,sales,middle,medium,4,no,no,2,32400,no
1382,755817,purchasing,middle,medium,5,no,no,3,34800,no
1383,450568,technology,middle,high,4,no,yes,4,63600,no
1384,481068,sales,middle,high,4,no,no,2,50400,no
1385,955102,sales,middle,medium,5,no,yes,4,38400,no
1386,133683,purchasing,junior,medium,1,no,no,3,21600,yes
1387,937511,sales,middle,low,7,no,no,4,24000,no
1388,321847,sales,junior,medium,1,no,yes,4,21600,yes
1389,584504,purchasing,junior,low,1,no,no,5,19200,yes
1390,726157,technology,junior,low,1,no,no,3,18000,yes
1391,772456,technology,junior,medium,1,no,no,1,30000,yes
1392,531919,purchasing,senior,medium,10,no,yes,3,58800,no
1393,180977,purchasing,middle,medium,5,no,no,3,44400,no
1394,660191,purchasing,junior,medium,3,no,yes,4,22800,no
1395,420646,sales,junior,medium,2,no,no,3,27600,yes
1396,262828,sales,junior,medium,2,no,no,5,21600,no
1397,604958,technology,junior,high,1,no,no,3,44400,yes
1398,283152,sales,middle,medium,7,no,no,4,43200,no
1399,427963,purchasing,senior,low,6,no,no,4,33600,no
1400,193009,sales,junior,medium,2,no,no,4,21600,no
1401,627564,sales,junior,medium,1,no,no,4,24000,no
1402,351845,sales,middle,medium,9,no,no,5,34800,no
1403,922467,marketing,middle,medium,6,no,no,1,34800,no
1404,800568,sales,junior,low,1,no,no,4,12000,yes
1405,579776,sales,senior,low,6,no,no,3,37200,no
1406,409751,sales,middle,medium,7,no,no,5,34800,no
1407,697992,marketing,senior,low,10,no,no,5,36000,no
1408,486747,sales,junior,low,2,no,no,4,15600,no
1409,304298,technology,middle,medium,8,no,no,3,50400,no
1410,953937,sales,junior,medium,3,no,yes,4,21600,yes
1411,993483,purchasing,middle,medium,8,no,no,2,43200,no
1412,555475,sales,junior,low,1,no,no,5,19200,yes
1413,223615,hr,middle,low,5,no,no,5,20400,no
1414,173620,hr,middle,high,2,yes,no,4,56400,no
1415,224027,marketing,junior,medium,1,no,no,3,30000,yes
1416,572592,hr,junior,low,1,no,no,4,16800,yes
1417,983756,sales,middle,medium,2,no,no,4,33600,yes
1418,436785,purchasing,middle,low,3,no,no,2,19200,yes
1419,349101,purchasing,junior,low,2,no,no,5,16800,no
1420,963924,hr,junior,low,2,no,no,4,16800,no
1421,318226,purchasing,junior,medium,1,no,no,4,28800,no
1422,465512,hr,junior,low,3,no,no,4,19200,no
1423,402404,sales,junior,low,2,no,no,4,18000,no
1424,886750,sales,middle,medium,1,no,no,4,33600,no
1425,643636,sales,middle,medium,2,no,no,4,33600,no
1426,618519,sales,senior,high,5,no,no,1,62400,no
1427,932210,technology,junior,medium,2,no,no,4,34800,yes
1428,341986,purchasing,middle,high,1,no,no,3,56400,no
1429,605118,marketing,junior,low,1,no,no,3,16800,yes
1430,275594,sales,middle,medium,6,no,no,3,38400,no
1431,870218,sales,middle,medium,6,no,no,3,31200,no
1432,217119,sales,junior,low,1,no,no,2,12000,yes
1433,513368,sales,middle,medium,6,no,no,3,33600,no
1434,791359,sales,middle,medium,6,no,no,4,33600,no
1435,514927,technology,junior,medium,1,no,no,3,31200,yes
1436,529914,sales,junior,medium,1,no,no,3,27600,yes
1437,527365,technology,junior,medium,1,no,no,5,31200,no
1438,500187,technology,junior,low,1,no,no,3,14400,yes
1439,747874,sales,senior,medium,10,no,no,3,44400,no
1440,965862,sales,middle,low,6,no,no,4,24000,no
1441,424149,purchasing,middle,medium,2,no,no,1,42000,no
1442,183750,hr,junior,medium,2,no,no,2,28800,no
1443,797819,hr,middle,high,6,no,no,1,48000,no
1444,777195,technology,middle,medium,7,no,no,3,43200,no
1445,297717,hr,middle,low,7,no,no,4,25200,no
1446,995776,sales,middle,low,1,yes,no,5,24000,no
1447,947967,sales,middle,low,5,no,no,2,27600,no
1448,592441,hr,junior,medium,1,no,no,3,25200,yes
1449,992642,sales,middle,high,1,no,no,3,46800,yes
1450,517668,sales,junior,medium,3,no,no,5,25200,no
1451,890985,sales,junior,medium,1,no,no,3,26400,yes
1452,573628,technology,junior,high,1,no,yes,2,42000,yes
1453,777015,purchasing,junior,high,2,no,yes,4,38400,yes
1454,641329,technology,senior,medium,7,no,no,2,61200,no
1455,644835,hr,junior,medium,3,no,no,4,26400,no
1456,488741,sales,junior,low,3,no,no,1,14400,yes
1457,866683,sales,senior,medium,10,no,no,4,44400,no
1458,343923,marketing,middle,medium,6,no,no,5,36000,no
1459,295700,sales,junior,low,2,no,no,1,18000,yes
1460,887075,purchasing,middle,low,1,no,no,5,24000,no
1461,690664,sales,middle,high,7,no,no,3,57600,no
1462,903546,marketing,middle,high,3,no,no,4,51600,no
1463,170834,sales,middle,high,6,no,no,3,51600,no
1464,277819,marketing,middle,high,4,no,no,4,62400,no
1465,378557,technology,junior,low,1,no,no,3,22800,yes
1466,623227,sales,junior,medium,5,no,no,4,21600,no
1467,906521,hr,senior,medium,6,no,no,3,57600,no
1468,901761,purchasing,middle,medium,8,no,yes,3,44400,no
1469,132842,marketing,junior,medium,1,no,no,4,31200,no
1470,625322,hr,junior,medium,3,no,no,4,27600,no
1471,802574,marketing,senior,medium,10,no,no,3,46800,no
1472,688488,purchasing,junior,low,3,no,no,4,19200,no
1473,784696,technology,middle,low,4,no,no,3,27600,no
1474,109188,marketing,junior,medium,3,no,yes,3,30000,yes
1475,359654,sales,junior,medium,1,no,no,4,24000,no
1476,934786,sales,junior,low,2,no,no,3,18000,yes
1477,812686,technology,middle,medium,9,no,no,3,51600,no
1478,666274,marketing,junior,low,3,no,no,4,21600,no
1479,762991,sales,junior,low,2,no,no,4,15600,no
1480,643630,purchasing,middle,low,4,no,yes,4,19200,no
1481,561510,sales,junior,medium,4,no,no,4,27600,no
1482,821999,sales,middle,low,5,no,no,4,24000,no
1483,112898,marketing,middle,low,1,no,no,5,20400,yes
1484,517678,sales,middle,medium,8,no,no,4,43200,no
1485,217107,technology,junior,medium,2,no,no,4,34800,no
